chr,en
ᎠᏂᎦᏓᏁ ᏄᎾᎵᏍᏔᏁᎢ.,They got soaking wet.
"ᏝᏍᎪ ᏱᏥᎦᏔᎭ ᎾᏍᎩ ᏂᎯ ᏗᏥᏰᎸ ᎦᎶᏁᏛ ᎤᏚᏓᏕᏫᏍᏛᎢ? ᏥᎪᏃ ᎦᎶᏁᏛ ᎤᏚᏓᏕᏫᏒ ᏙᏓᏥᏯᏅᎯ, ᎤᏁᎫᏥᏛᏃ ᎠᎨᏴ ᏧᎾᏚᏓᏕᏫᏍᏙᏗ ᏅᏓᎦᏥᏴᏁᎵ? ᎬᏩᏟᏍᏗ!","Know ye not that your bodies are members of Christ? shall I then take away the members of Christ, and make them members of a harlot? God forbid."
“ᎨᏍᏗ ᏱᏗᎬᏕᏥ ᏨᏌ ᏣᎵᏬᎢᏍᏗ.,“I won’t leave you here alone to die.
"ᎾᏍᎩᏯ ᎾᏍᏉ ᎦᎶᏁᏛ ᎥᏝ ᎤᏩᏒ ᎯᎠ ᎦᎸᏉᏗ ᏗᎦᎸᏫᏍᏓᏁᏗ ᏳᎩᏎ ᏄᎬᏫᏳᏒ ᎠᏥᎸᎨᎶᎯ ᎾᎬᏁᎸᎢ; ᎯᎠᏍᎩᏂ ᎢᏳᏪᏎᎸᎯ, ᎠᏇᏥ ᏂᎯ, ᎪᎯ ᎢᎦ ᏍᏆᏕᎲᏏ, [ᎾᏍᎩ ᎤᏯᏅᎮᎢ.]","So Christ also glorified not himself to be made a high priest, but he that spake unto him, Thou art my Son, This day have I begotten thee:"
ᎢᏥᎧᎵᏣᎪᎦ ᏗᏥᏙᏓ ᎤᎾᏟᎶᎥᎢ.,Fill ye up then the measure of your fathers.
"ᎾᏍᎩᏯᏰᏃ ᎠᎾᎦᎵᏍᎩ ᏌᏉ ᎢᏗᏢ ᎦᎸᎶᎢ ᏨᏗᎦᎵᏍᎪᎢ, ᎤᏣᏘᏂᏃ ᎢᏗᏢ ᎦᎸᎶᎢ ᏥᏫᏗᎦᎵᏍᎪᎢ, ᎤᏣᏘᏂᏃ ᎢᏗᏢ ᎦᎸᎶᎢ ᏥᏫᏗᎦᎸᏌᏓᏗᏍᎪᎢ; ᎾᏍᎩ ᎾᏍᏉ ᏄᏍᏕᏍᏗ ᏴᏫ ᎤᏪᏥ ᎤᏤᎵ ᎢᎦ ᎠᎵᏱᎶᎸᎭ.","for as the lightning, when it lighteneth out of the one part under the heaven, shineth unto the other part under heaven; so shall the Son of man be in his day."
ᎢᎦᏪᏍᏗ ᏯᎫᏚᎵᏍᎬᎾ ᎠᏛᎪᏗ ᎠᎫᏩᏌ ᏴᏙ ᎦᏚᏏ.,Not the word you wanted spoken to you out alone in the high mountains.
ᎣᎭᏂ ᎠᏁᎬ ᎤᏓᏂᏴ ᏃᎴ ᎤᎴᏫᏍᏔᏅ.,She fell back to the end of the group and then stopped.
"ᎤᏂᏣᏛᏃ ᎬᏩᎷᏤᎸᎩ, ᎠᎴ ᎯᎠ ᏄᏂᏪᏒᎩ; ᏣᏂ ᎥᏝ ᎤᏍᏆᏂᎪᏗ ᏱᏚᎸᏫᏍᏓᏁᎮᎢ, ᎠᏎᏃ ᏂᎦᎥ ᏣᏂ ᏄᏪᏒ ᎤᏃᎮᎸ ᎯᎠ ᎾᏍᎩ ᎠᏍᎦᏯ, ᎤᏙᎯᏳᎯᏯ ᎨᏎᎢ.","And many came unto him; and they said, John indeed did no sign: but all things whatsoever John spake of this man were true."
ᎭᏓᏅᏖᏍᎪᎢᏧ ᎭᎾ ᏗᏓᎴᎲᏍᎬ ᎦᏓ?,Do you wonder where soil comes from?
"ᎠᏎᏃ ᎥᏝ ᎾᏂᎥ ᎤᏃᎯᏳᏅᎯ ᏱᎩ ᎣᏍᏛ ᎧᏃᎮᏛ. ᎢᏌᏯᏰᏃ ᎯᎠ ᏂᎦᏪᎭ, ᏱᎰᏩ, ᎦᎪ ᎤᏬᎯᏳᏅ ᎣᏥᏃᎮᏍᎬᎢ?","But they did not all hearken to the glad tidings. For Isaiah saith, Lord, who hath believed our report?"
"ᎦᏙᏰᏃ ᎤᏚᎩ ᎣᎬᎭ, ᎠᎴ ᎦᏙ ᎣᏍᏛ ᏱᎦᏓᏅᏓᏗᎭ, ᎠᎴ ᎦᏙ ᎤᏍᏗ ᎠᎵᏍᏚᎶ ᏯᎦᎵᎮᎵᏍᏙᏗ? ᏝᏍᎪ ᏂᎯ ᏱᎨᏎᏍᏗ ᎠᎦᏔᎲ ᎢᎦᏤᎵ ᎤᎬᏫᏳᎯ ᏥᏌ ᎦᎶᏁᏛ ᎾᎯᏳ ᎦᎷᏨᎭ?","For what is our hope, or joy, or crown of glorying? Are not even ye, before our Lord Jesus at his coming?"
"ᎠᏎᏃ ᎠᏏᏴᏫ ᎤᏁᏤᎴ ᎯᎠ ᏄᏪᏎᎴᎢ; ᎩᎾᎵᎢ, ᎥᏝ ᎤᏣᏘᏂ ᏱᏂᎬᏴᏁᎭ. ᏝᏍᎪ ᎣᏏ ᏱᏣᏰᎸᏁ ᎠᎩᏏ ᏧᎬᏩᎶᏗ ᎬᏯᎫᏴᎡᏗᏱ?","But he answered and said to one of them, Friend, I do thee no wrong: didst not thou agree with me for a shilling?"
"ᏚᎾᏁᎶᏥᏁᎴᏃ ᎤᎾᎵᎪᎯ ᏐᎢᏱ ᏥᏳᎯ ᎤᎾᏣᎢ ᏅᏓᎬᏩᏂᏍᏕᎸᎲᏍᏗᏱ. ᎤᏂᎷᏤᏃ, ᎠᎴ ᎢᏧᎳ ᏥᏳ ᏚᏂᎧᎵᎴᎢ, ᎾᏍᎩᏃ ᎿᏉ ᏕᎦᏃᏴᎨᎢ.","and they beckoned unto their partners in the other boat, that they should come and help them. And they came, and filled both the boats, so that they began to sink."
“ᎨᏍᏗ ᎬᏕᏘᏱᎩ.,“There's no denying that.
ᎠᏯᏦᎯ ᏭᎳᎩᏎ ᏣᏄᏏ ᏃᎴ ᎠᎵ ᎤᎴᏴᏒ ᎤᏅᎦᎸᎮᎢ ᎠᏴᏤᏂ ᎣᏁ ᎢᏣ.,Lurvy pulled his big handkerchief from his pocket and wiped the sweat from the back of his neck.
ᎨᏍᏗ ᏯᏓᏁᏝᏍᎨ ᎠᎵᏍᏔᏴᏗ ᎠᏙ.,The woods refused sustenance.
ᎤᏍᎦᏃᎵ ᎤᏰᎸᏎ ᏓᏆᎴᎳ ᎡᎶᏗ ᏏᏆ ᎠᏍᏚᏗ ᎢᏳᏓᏅᎯᏓ.,"The truck, driven by Mr. Arable, crawled slowly back to the pigpen."
ᎠᏎᏃ ᎨᏍᏗ ᎭᏂ ᏍᎩᎾᎾ ᏱᏂᏓᎦᎵᏍᏔᏂ.,But they’re not going to be gained here.
"“ᏎᎦᏃ ᎤᏍᏆᏂᎪᏔᏁᎢ, ᏃᏗ ᎤᏍᏆᎸᎭ, ᎤᏩᏯᎨᎢ.”","“My cousin kept the fish for a while, and then, when she got good and ready, she ate it.”"
ᎠᏴ ᏉᎳ ᎠᏋᏒ ᎠᏉᏰᏂ ᎬᏗᎭ ᏫᏨᏲᎵᎭ. ᎢᏣᏅᏖᏍᏗ ᎥᏆᎸᎥᎢ. ᎬᏩᎦᏘᏯ ᎠᏓᏙᎵᏍᏗ ᎨᏒ ᎢᏤᎳᏗᏙᎮᏍᏗ. ᎡᎺᏅ.,The salutation of me Paul with mine own hand. Remember my bonds. Grace be with you.
”ᎨᎵᎠ ᎪᎱᏍᏗ ᎦᎵᏍᏗ ᎢᎯ ᏣᏤᎵ ᏏᏆ.,“I think there’s something wrong with that pig of yours.
"“ᎭᏓᏅᎦᎳ ᏃᎴ ᎭᎵᏍᏔᏴᎲᎦ ᏑᎾᎴ ᎠᎵᏍᏔᏴᏗ, ᎡᎳᏆᏗ!” ᎤᏛᏁ ᎤᏤ.","“Wash up and eat your breakfast, Avery!” said his mother."
"ᏚᏅᏎᏃ ᎢᎬᏱ ᎠᏁᎩ; ᎤᏁᏅᏎᏃ, ᎠᎴ ᏌᎺᎵ ᎠᏁᎯ ᎤᏂᏚᎲ ᏭᏂᏴᎴᎢ, ᎾᏍᎩ ᎬᏩᏛᏅᎢᏍᏓᏁᏗᏱ.","and sent messengers before his face: and they went, and entered into a village of the Samaritans, to make ready for him."
"ᎬᏂᏳᏉ ᏥᏙᎦ ᎦᎶᎯᏍᏗᏱ ᎠᎴ ᎬᏂᎭ; ᎩᎶ ᎠᏛᎩᏍᎨᏍᏗ ᏥᏁᎬ ᎠᎴ ᎠᏍᏚᎢᏍᎩᏍᏗ ᎦᎶᎯᏍᏗᏱ, ᏓᏥᏴᎵ ᎠᏯᎥᎢ, ᎠᎴ ᏓᎦᎵᏍᏓᏴᏂ ᎠᎵᏍᏓᏴᎲᏍᎬᎢ, ᎠᎴ ᎾᏍᎩ ᏛᎵᏍᏓᏴᏂ ᎦᎵᏍᏓᏴᎲᏍᎬᎢ.","Behold, I stand at the door and knock: if any man hear my voice and open the door, I will come in to him, and will sup with him, and he with me."
"ᎾᏍᎩᏯ ᎾᏍᏉ ᎤᎵᏍᏈᏗ ᏅᎩᏎ ᎤᎾᎵᏍᏓᏴᏃᏅ, ᎯᎠ ᏄᏪᏎᎢ, ᎯᎠ ᎾᏍᎩ ᎤᎵᏍᏈᏗ ᎢᏤ ᎧᏃᎮᏛ ᏧᏠᎯᏍᏛᎢ ᎠᏴ ᎠᎩᎩᎬᎯ, ᎾᏍᎩ ᏂᎯ ᎢᏣᏤᏬᏤᎸᎯ ᏥᎩ","And the cup in like manner after supper, saying, This cup is the new covenant in my blood, even that which is poured out for you."
"ᏥᏌᏃ ᏓᏳᎾᏄᎪᏨᎩ, ᎤᎵᏍᏚᎸᎩ ᎠᎵᏍᏚᎶ ᏧᏣᏲᏍᏗ ᎪᏢᏔᏅᎯ, ᎠᎴ ᎤᏄᏮᎩ ᎩᎦᎨ ᎠᏄᏬ. ᏆᎴᏗᏃ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; ᎬᏂᏳᏉ ᎯᎠ ᎾᏍᎩ ᎠᏍᎦᏯ.","Jesus therefore came out, wearing the crown of thorns and the purple garment. And Pilate saith unto them, Behold, the man!"
"ᎦᏙ ᏗᎦᎵᏍᏙᏗ ᏂᏦᎵᎬᎾ ᏥᎩ, ᎾᏍᎩ ᎯᎠ ᏥᏂᏨᏪᏏ ᏝᏍᎩᏂ ᎦᏚ ᏱᏥᏛᎦ, ᎢᏤᏯᏔᎮᏍᏗ ᎠᎪᏙᏗ ᎠᏂᏆᎵᏏ ᎠᎴ ᎠᏂᏌᏚᏏ ᎤᎾᏤᎵᎦ, ᏥᏨᏲᏏ?",How is it that ye do not perceive that I spake not to you concerning bread? But beware of the leaven of the Pharisees and Sadducees.
"“ᏏᏲ,” ᎤᏛᎮ ᏩᎭᏯ.","Hello, said Wolf."
"ᎬᏩᏍᏓᏩᏗᏙᎯᏃ ᏥᎻ ᎠᎴ ᏣᏂ ᎾᏍᎩ ᎤᏂᎪᎲ, ᎯᎠ ᏄᏂᏪᏎᎢ, ᏣᎬᏫᏳᎯ, ᎣᏏᏉᏍᎪ ᏱᏰᎸᎾ ᏲᎩᏂᏁᏨ ᎠᏥᎸ ᎦᎸᎳᏗ ᏅᏓᏳᎶᎯᏍᏗᏱ ᎠᎴ ᎤᎾᎪᎲᏍᏙᏗᏱ ᎾᏍᎩᏯ ᎢᎳᏯ ᏄᏛᏁᎸᎢ?","And when his disciples James and John saw this, they said, Lord, wilt thou that we bid fire to come down from heaven, and consume them?"
ᏧᎵᎢ ᎤᏂᏃᏕᎾ ᏃᎴ ᏌᏌ ᎠᎾᎵᎮᎵᎨ ᎱᎷᏨᎢ.,His friends the sheep and the geese were glad to see him back.
ᎣᏍᏓ ᎤᏰᎸᎮ ᎠᏤ ᎤᏁᎳᏗᏍᏗ.,He was pleased with his new home.
"ᎤᎾᏓᏍᏕᏓᎵᏴᏓ ᎦᏲᏟᏉ ᎠᏂᎭᏰᎲ ᏚᏯ, ᏎᎷ ᎢᏣ, ᎦᏲᏟ ᎢᏯ ᏃᎴ ᏍᎨᏫ.",All they had brought in the trade was a puzzlingly small quantity of beans and cornmeal and a few pumpkins and cabbages.
"ᎠᏓᏅᏙᏰᏃ ᎤᏩᏒ ᏓᎵᎪᏁᎭ ᏗᎦᏓᏅᏙ ᎬᏂᎨᏒ ᎾᏅᏁᎲ, ᎾᏍᎩ ᎠᏴ ᎤᏁᎳᏅᎯ ᏧᏪᏥ ᎨᏒᎢ.","The Spirit himself beareth witness with our spirit, that we are children of God:"
"ᏉᎳᏃ ᏭᏯᏅᎲ ᎠᏏᏴᏫ ᎠᏍᎪᎯᏧᏈ ᏗᏘᏂᏙᎯ, ᎯᎠ ᏄᏪᏒᎩ; ᎯᎠ ᎠᏫᏅ ᏄᎬᏫᏳᏒ ᏗᏓᏘᏂᏙᎯ ᏄᏬᎸ ᏫᏯᏘᏅᏍᏓ, ᎪᎱᏍᏗᏰᏃ ᎤᎭ ᎤᏃᏁᏗ.","And Paul called unto him one of the centurions, and said, Bring this young man unto the chief captain; for he hath something to tell him."
"ᎠᎪᏄᏰᏃ ᎠᎩᏲᏏᏍᎬᎩ, ᎥᏍᎩᏰᎳᏍᏔᏅᏃ; ᎠᎩᏔᏕᎩᏍᎬᎩ, ᎥᏍᎩᎤᏅᏃ; ᏅᎩᎦᏔᎲᎾ ᎨᏒᎩ, ᎥᏍᎩᏴᏔᏅᎩ;","for I was hungry, and ye gave me to eat; I was thirsty, and ye gave me drink; I was a stranger, and ye took me in;"
"ᎾᏍᎩ ᎠᏥᎩ-ᎨᎶᎯ ᎾᎬᏁᎸ ᏗᎧᎿᏩᏛᏍᏗ ᎤᏇᏓᎵ ᎤᎬᏩᎵ ᎾᏍᎩᏯ ᎾᎬᏁᎸᎾ ᎨᏒᎢ, ᎬᏂᏛᏍᎩᏂ ᎠᎵᏍᏆᏗᏍᎩ ᏂᎨᏒᎾ ᎤᎵᏂᎬᎬ ᎾᏍᎩᏯᎢ.","who hath been made, not after the law of a carnal commandment, but after the power of an endless life:"
"ᎤᏩᏝᎥᏃ ᏚᏂᏔᎳᏗᎸ ᏥᏳ, ᏂᎦᏛ ᏚᏂᏲᏐᏁ ᎠᎴ ᎬᏩᏍᏓᏩᏛᏎᎢ.","And when they had brought their boats to land, they left all, and followed him."
"ᎾᏍᎩᏃ ᎢᏧᎳᎭ ᏧᏂᎦᏐᎠᏒ ᎤᏬᏓᎸ ᎤᎴᏁᎢ. ᎠᎴ ᎤᏂᏣᏘ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᎠᎴ ᎤᏂᏧᏈᏍᏗ ᏴᏫ ᏂᎬᎾᏛ ᏧᏗᏱ ᎠᎴ ᏥᎷᏏᎵᎻ ᏅᏓᏳᏂᎶᏒᎯ, ᎠᎴ ᏔᏯ ᎠᎴ ᏌᏙᏂ ᎠᎺᏉᎯ ᎤᏣᏗ ᏅᏓᏳᏂᎶᏒᎯ, ᎾᏍᎩ ᏧᏂᎷᏤ ᎬᏩᏛᎦᏁᏗᏱ, ᎠᎴ ᏗᎨᏥᏅᏬᏗᏱ ᏚᏂᏢᎬᎢ.","and he came down with them, and stood on a level place, and a great multitude of his disciples, and a great number of the people from all Judæa and Jerusalem, and the sea coast of Tyre and Sidon, who came to hear him, and to be healed of their diseases;"
"ᏫᏨᏲᏪᎳᏏ ᏗᏣᏁᎶᏗ ᎢᏣᏓᏡᎬ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ, ᎾᏍᎩ ᎪᎵᏂᏗᏱ ᏥᏣᏓᏡᎦ, ᎾᏍᎩ ᎢᏥᏍᎦᎾ ᏂᎨᏒᎾ ᎢᏰᏨᏁᎸᎯ ᏥᏌ ᎦᎶᏁᏛ ᎢᏳᏩᏂᏌᏛ, ᎡᏥᏯᏅᏛ ᎢᏣᏓᏅᏘ, ᎠᎴ ᎾᏂᎥ ᏂᎦᎥ ᏕᎨᏌᏗᏒ ᏥᏌ ᎦᎶᏁᏛ ᎢᎦᏤᎵ ᎤᎬᏫᏳᎯ ᏚᏙᎥ ᎠᏂᏁᎢᏍᏗᏍᎩ, ᎾᏍᎩ ᎢᏧᎳᏉ ᎾᏍᎩ ᎤᎾᏤᎵᎦ ᎠᎴ ᎠᏴ ᎢᎦᏤᎵᎦ;","unto the church of God which is at Corinth, even them that are sanctified in Christ Jesus, called to be saints, with all that call upon the name of our Lord Jesus Christ in every place, their Lord and ours:"
"ᎾᏍᎩᏃ ᎢᏥᎦᏙᎥᎯᏍᏗᏱ ᎾᏍᏉ ᎠᏴ ᎾᏆᎵᏍᏓᏁᎵᏕᎬ ᎠᎴ ᎾᏆᏛᎿᏕᎬᎢ, ᏗᎩᎦ, ᎣᏥᎨᏳᎢ ᎣᏣᎵᏅᏟ ᎠᎴ ᎣᏍᏛ ᎢᏯᏛᏁᎯ ᏧᎸᏫᏍᏓᏁᎯ ᎤᎬᏫᏳᎯ ᎤᏤᎵ ᎤᎬᏩᎵ, ᎬᏂᎨᏒ ᏅᏓᏨᏁᎵ ᏄᏓᎴᏒ ᎪᎱᏍᏗ;","But that ye also may know my affairs, how I do, Tychicus, the beloved brother and faithful minister in the Lord, shall make known to you all things:"
ᎨᏍᏗ ᏳᏬᎯᏳᎮ ᏄᏍᏛᏉ ᏄᎵᏍᏔᏁᎲ ᎤᏂᏴ ᏣᏄᏏ ᏃᎴ ᎠᏎ ᎤᏗᏔᏍᏗ ᏅᏬᏘ ᏥᏄᏩᏁᎮ.,Wilbur couldn't believe what was happening to him when Lurvy caught him and forced the medicine down his throat.
"ᎥᏝ ᎪᎱᏍᏗ ᎠᏋᏒ ᏰᎵ ᏱᏙᎬᎩᎸᏫᏍᏓᏏ; ᎦᏛᎩᏍᎬ ᎾᏍᎩᏯ ᏕᎫᎪᏗᏍᎪᎢ, ᎠᎴ ᏓᏉᎪᏔᏅ ᏚᏳᎪᏛ ᎨᏐᎢ; ᏅᏗᎦᎵᏍᏙᏗᏍᎪ ᎾᎩᏲᎲᎾ ᎨᏒ ᎠᏋᏒ ᎦᏓᏅᏖᏍᎬᎢ, ᎠᎩᏲᎲᏍᎩᏂ ᎠᏓᏅᏖᏍᎬ ᎡᏙᏓ ᎾᏍᎩ ᏅᏛᎩᏅᏏᏛ.","I can of myself do nothing: as I hear, I judge: and my judgment is righteous; because I seek not mine own will, but the will of him that sent me."
"ᎾᏂᎥ ᎩᎶ ᎾᏍᎩᏯ ᏄᏍᏛ ᎠᎾᏓᏅᏖᏍᎬ ᏧᏂᎾᏫᏱ [ᎠᏂᎲᏍᎨᏍᏗ;] ᎥᏝᏍᏗ ᏝᏉ ᎤᏂᏰᎸᎯ, ᎥᏝ ᎠᎴ ᎠᏎ ᎤᏂᏗᏱ ᏥᏂᎨᎬᏁᎰ ᎢᏳᏍᏗ; ᎤᏁᎳᏅᎯᏰᏃ ᎤᎨᏳᎭ ᎤᎦᎵᏍᏗ ᎤᏓᏁᏘ ᎠᎲᏍᎩ.","Let each man do according as he hath purposed in his heart: not grudgingly, or of necessity: for God loveth a cheerful giver."
ᏤᏪᏥᏃ ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᏙᏓᎦᏥᎢᏍᏔᏂ; ᏂᎦᏗᏳᏃ ᏓᎾᏁᎶᏗ ᏚᎾᏓᏡᏩᏗᏒ ᎠᏂᎦᏔᎮᏍᏗ ᎾᏍᎩ ᎠᏴ ᏗᏥᎪᎵᏰᏍᎩ ᎨᏒ ᎤᏕᎵᏛ ᎨᏒ ᎠᎴ ᏧᏂᎾᏫ; ᎠᎴ ᏓᏨᏁᎵ ᏂᏥᎥ ᎢᏥᏏᏴᏫᎭ ᎨᏒ ᎾᏍᎩᏯ ᏄᏍᏛ ᏕᏥᎸᏫᏍᏓᏁᎸᎢ.,And I will kill her children with death; and all the churches shall know that I am he that searcheth the reins and hearts: and I will give unto each one of you according to your works.
“ᎠᎳᏑᎶ ᎠᎩ?” ᎤᎾᏛᏁ ᎠᏂᏐ.,It's a shoe? said the others.
"ᎠᎴ ᎤᏂᎪᎲ ᎤᏣᏘ ᎤᎾᏰᎯᏍᏗᏳ ᎨᏒ ᎾᏍᎩ ᎢᏳᏍᏗ ᎼᏏ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏣᏘ ᏥᎾᏰᏍᎦ ᎠᎴ ᎠᎩᎾᏫᎭ.","and so fearful was the appearance, that Moses said, I exceedingly fear and quake:"
ᏧᎾᏙᎴᏆᏍᏗ ᏭᏂᎷᏣ ᎦᏳᎳ ᏄᏬᎡ ᎤᏤᎵ ᎦᎾᏌᎢ. ᏍᎩᎾ ᎤᏬᏚᏨ ᎫᏩᏓᏅᏖᏗ ᎨᏒ ᏚᏬᎡ.,"By the time the bus reached school, Fern had named her pet, selecting the most beautiful name she could think of."
"ᎢᏳᏃ ᎦᏅᏓᏓ ᎤᏠᎾᏍᏗ ᏂᎨᏒᎾ ᎪᎯᏳᏗ ᎨᏒ ᏥᏣᏯᎠ, ᎾᏍᎩ ᎢᎬᏱ ᏧᏯᎢ ᏣᎵᏏ ᎶᏏ ᎠᎴ ᏣᏂ ᏳᏂᏏ, ᎠᎴ ᏄᏜᏏᏛᏒᎾ ᎠᎩᏰᎸᎭ ᏂᎯ ᎾᏍᏉ ᏣᏯᎥᎢ.","having been reminded of the unfeigned faith that is in thee; which dwelt first in thy grandmother Lois, and thy mother Eunice; and, I am persuaded, in thee also."
"ᎤᏕᏘᏴᏌᏗᏒ ᏱᎨᎬᏬᎥᏗᏍᎬᎾ ᏥᎨᏒ, ᎠᏯ ᏃᎴ ᏲᎾ ᏍᎪᎯ ᎢᏯᎦᏴᎵ ᎢᏰᏆ ᏙᎩᏂᏂᏴᎲ.","The year before the Removal, Bear and I between us could fairly accurately claim control over about ten thousand acres."
ᏣᏄᏏ!,Lurvy!
"ᏣᎬᏫᏳᎯ ᎡᎩᎵᏈ, ᏕᎰᎯᏳᎲᏍᎦᏍᎪ ᎠᎾᏙᎴᎰᏍᎩ? ᏥᎦᏔᎭ ᏕᎰᎯᏳᎲᏍᎬᎢ.","King Agrippa, believest thou the prophets? I know that thou believest."
"ᎩᎳᏉᏃ ᎢᏴᏛ ᎠᎱᎵ ᎤᎵᏍᏚᎢᏎᎢ, ᎦᏃᎪᏃ ᎤᏕᎵᏌᏕᏎᎢ, ᎠᎴ ᎤᏬᏂᏎ ᎤᎸᏉᏔᏁ ᎤᏁᎳᏅᎯ.","And his mouth was opened immediately, and his tongue loosed, and he spake, blessing God."
"ᎠᎴ ᏴᏫ ᎾᏍᎩᏯ ᏄᏍᏛ ᎨᏎᎢ, ᎤᏩᏒ ᎾᏥᎸᏉᏛᎾ ᏄᏓᏛᏁᎴᎢ, ᎠᎴ ᎤᏬᎯᏳᎯᏍᏛ ᏄᎵᏍᏔᏁ ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᎬᏗᏍᎩ, ᎾᏍᎩ ᏓᏓᎿᏩᏍᏛ ᎠᏲᎱᎯᏍᏙᏗ ᎨᏒᎢ.","and being found in fashion as a man, he humbled himself, becoming obedient even unto death, yea, the death of the cross."
"ᎠᏎᏃ ᏉᎳ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎬᏂᎨᏒ ᏕᎪᎩᏂᎵᎥᏂᎸ ᏧᏚᎪᏔᏅᎯ ᏂᎨᏒᎾ ᎣᎩᏂᏍᎦᏅᏨᎢ, ᎣᏍᏗᎶᎻ, ᎠᎴ ᏗᏓᏍᏚᏗᏱ ᏕᎪᎩᏂᏴᏔᏅ, ᏥᎪᏃ ᎿᏉ ᎤᏕᎵᏛ ᎢᎪᎩᏂᏄᎪᏫᏍᎦ? ᎤᏙᎯᏳᎯ ᎥᏝ, ᎤᏅᏒᏍᎩᏂ ᏩᏂᎷᎩ ᏫᎪᎩᏂᏄᎪᏩ.","But Paul said unto them, They have beaten us publicly, uncondemned, men that are Romans, and have cast us into prison; and do they now cast us out privily? nay verily; but let them come themselves and bring us out."
“ᎦᏙᏃ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“Why?” asked Wilbur.
"ᏂᎯᏍᎩᏂ ᎤᏲᎢᏳ ᎢᏣᎵᏍᏓᏁᏗ ᏗᏦᏪᎵᏍᎩ ᎠᎴ ᎢᏥᏆᎵᏏ ᎢᏣᏠᎾᏍᏗ! ᏕᏥᏍᏚᏁᎰᏰᏃ ᏴᏫ ᎦᎸᎳᏗ ᎤᏤᎵᎪᎯ; ᎥᏝᏰᏃ ᎢᏨᏒ ᏱᏥᏴᎯᎰᎢ, ᎠᎴ ᎥᏝ ᎤᎾᏁᎳᎩ ᏩᏂᏴᎭ ᏱᏗᏤᎵᏎᎰ ᏩᏂᏴᎯᎯ.","But woe unto you, scribes and Pharisees, hypocrites! because ye shut the kingdom of heaven against men: for ye enter not in yourselves, neither suffer ye them that are entering in to enter."
"ᎾᎿᏃ ᏫᎤᏪᏅ ᎤᏍᏗᎩᏛ, ᏚᎪᎮ ᏥᎻ, ᏤᏈᏗ ᎤᏪᏥ, ᏣᏂᏃ ᎾᏍᎩ ᏗᎾᏓᏅᏟ, ᎾᏍᎩᏃ ᎾᏍᏉ ᎤᎾᏣᎡ ᏥᏳᎯ ᏓᏃᏢᎯᏏᏍᎨ ᏧᏂᎦᏯᎷᏗ.","And going on a little further, he saw James the son of Zebedee, and John his brother, who also were in the boat mending the nets."
ᏍᏓᎵᎪᏒᎾᎲ Ꮭ ᏱᏛᏣᏂ? ᏥᏲᏎᎸ.,Isn't your friend going to ride with us? I asked him.
ᎠᏯ ᎠᏇᏅᏒ.,But it is my country.
"”ᏱᏓᏆᏓᏟᏴᎭ, ᎦᏓᎭ ᏱᎾᏆᎵᏍᏔ,” ᎤᏛᏁ ᏫᎵᎻ.","“If I struggle I'll get dirty,” said Wilbur."
ᎠᎴ ᎾᎿ ᎠᏂᏲᎯᎮᏍᏗ ᏧᎾᏓᎴᏅᏛ ᎠᏴ ᎤᎾᏤᎵ ᎦᎸᏉᏗᏳ ᎨᏒ ᎠᎴ ᏣᏓᎴᏅᏛ ᏗᎦᎸᏉᏗ.,and they shall bring the glory and the honor of the nations into it:
"“ᎭᏩ, ᎦᏓᎭᏗ ᏃᎴ ᎠᏎ ᏛᏓᏅᎦᎸᎯ.”","“Well, he's dirty, and he’s going to have a bath.”"
ᎦᏙᏃ? ᏥᎪ ᏂᏨᎨᏳᏒᎾ ᎨᏒ ᎢᏳᏍᏗ? ᎤᏁᎳᏅᎯ ᎠᎠᏔᎭ.,Wherefore? because I love you not? God knoweth.
"ᏐᎣᏁᎳᏃ ᎢᏳᏟᎶᏛ ᎧᎳᏩᏗᏒ ᎨᏎᎢ, ᎠᎴ ᎬᏩᏛᏁᎢ.","And it was the third hour, and they crucified him."
"ᏂᎯ ᎠᎹ ᎡᎶᎯ ᎤᏤᎵᎦ; ᎢᏳᏍᎩᏂ ᎠᎹ ᏳᏥᏍᎪᎸ ᎦᏙ ᏱᎦᎵᏍᏙᏓ ᎠᎹ ᏯᏙᏢᎾ; ᎥᏝ ᎿᏉ ᎪᎱᏍᏗ ᎬᏙᏗ ᏱᎦᎩ, ᎠᏗᏅᏗᏉ ᎤᏩᏒ, ᎠᎴ ᏴᏫᏉ ᎤᎾᎳᏍᏓᎡᏗ.","Ye are the salt of the earth: but if the salt have lost its savor, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out and trodden under foot of men."
