chr,en,num_words
Ꮳ ᎤᏲ ᏱᎦᏣᏰᎸᎮᏍᏗ.,You’ll not be sorry.,4
"ᎡᎩᎵᏈᏃ ᎯᎠ ᏄᏪᏎᎸᎩ ᏇᏍᏓ; ᎯᎠ ᎠᏍᎦᏯ ᏗᎦᏰᏏᏲᎯᏍᏗᏉ ᏱᎨᏎᎢ, ᎢᏳᏃ ᏏᏐᎢ ᏫᏄᎲᏍᏔᏅᎾ ᏱᎨᏎᎢ.","And Agrippa said unto Festus, This man might have been set at liberty, if he had not appealed unto Cæsar.",20
"ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏣᎩ ᏂᎦᏛ ᎠᎵ ᏍᎦᏍᏙᏙ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ, ᎾᏍᎩ ᏰᎵ ᏗᎨᏣᏟᏴᏗ ᎢᏳᎵᏍᏙᏗᏱ ᎾᎯᏳ ᎤᏲᎢᏳ ᎢᎦ ᎨᏎᏍᏗ, ᎾᏍᎩᏃ ᏂᎦᏛ ᎢᏣᏛᏁᎸᎯ ᎨᏎᏍᏗ, ᎨᏣᎴᏗ ᎢᏳᎵᏍᏙᏗᏱ.","Wherefore take up the whole armor of God, that ye may be able to withstand in the evil day, and, having done all, to stand.",25
"“ᏱᎦᏓᏅᏍᎬᎾ ᎠᏆᏗ ᎣᏍᏓ ᎠᎩᏰᎸᎰ,” ᎤᏛᏁ.","“I like to sit still,” she said.",7
"ᎠᎹ ᏗᎦᏁᎲ, ᏧᎾᎵᏍᏙᏗ ᏗᏗᏂᏃᎩᏍᎨᎢ, ᏰᎵ ᏍᎪᎯᏍᏆ ᏧᏂᏍᏗ ᏩᎶᏏ.","From the pond, in shrill chorus, came the voices of hundreds of little frogs.",14
ᎤᏇᏄᎩᏎ ᎦᏲᏟ ᎤᎵᏦᏅ ᎤᏍᏉᏟ ᏃᎴ ᏚᏭᎪᏔᏁ ᏎᎦᏉ ᎬᏅ ᎤᏓᏔᏅ ᏓᎩᏍᎬ ᏃᎴ ᎠᎹ ᎠᏗᏔᏍᎬ.,Charley pinched the last little bit of fat at his belly and judged he could live only a short while longer on water and nuts.,25
"“ᎤᏲ ᎢᏯᏛᏁᏗ,” ᎤᏛᏁ ᏫᎵᎻ, ᎨᏍᏗ ᏳᏚᎵᏍᎨ ᎤᏔᏲᏍᏗ ᏄᏍᏛ ᏁᎵᏍᎬ.","“It’s cruel,” replied Wilbur, who did not intend to be argued out of his position.",15
"ᎢᏨᏒ ᎢᏣᏓᏯᏫᏍᎨᏍᏗ. ᎢᏳᏃᏗᏍᏓᏓᏅᏟ ᎢᏣᏍᎦᏅᏤᎮᏍᏗ, ᎯᎬᏍᎪᎸᎥᏍᎨᏍᏗ; ᎢᏳᏃ ᎤᏲ ᎢᏯᏰᎸᏍᎨᏍᏗ, ᎯᏯᏙᎵᎨᏍᏗ.","Take heed to yourselves: if thy brother sin, rebuke him; and if he repent, forgive him.",16
"ᏄᏓᎴᏒᏰᏃ ᎪᎱᏍᏗ ᎡᏘ ᎪᏪᎳᏅᎯ ᎨᏒ ᎠᏴ ᎢᎦᏕᎶᏆᏍᏗ ᎠᏰᎸᏎ ᎪᏪᎳᏁᎢ, ᎾᏍᎩ ᏗᏛᏂᏗᏳ ᏂᎬᏁᎲ ᎠᎴ ᎤᎦᎵᏍᏗ ᎢᎦᏓᏅᏓᏗᏍᏗᏍᎬ ᎪᏪᎵ ᎾᏍᎩ ᎤᏚᎩ ᎢᎬᎯ ᎢᏳᎵᏍᏙᏗᏱ.","For whatsoever things were written aforetime were written for our learning, that through patience and through comfort of the scriptures we might have hope.",24
"ᎣᏁ ᎢᏴ, ᎠᎵᎮᎵᎨ.","In the days that followed, he was very happy.",9
"ᏥᏌᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᏧᏓᏏ, ᎯᏯᏔᏬᏙᎲᏍᎬᏍᎪ ᎯᎶᏄᎡᏗᎭ ᏴᏫ ᎤᏪᏥ?","But Jesus said unto him, Judas, betrayest thou the Son of man with a kiss?",15
"ᎥᏝ ᏂᎦᏛ ᏴᏫ, ᎠᏂᏃᎮᏍᎩᏉᏍᎩᏂ ᎤᏅᏒ ᎤᏁᎳᏅᎯ ᎦᏳᎳ ᏗᎬᏩᏑᏰᏛ ᏥᎨᏒᎩ, ᎾᏍᎩ ᎠᏴ ᎢᏧᎳᎭ ᎣᎦᎵᏍᏓᏴᏅᎯ ᎠᎴ ᏦᎦᏗᏔᎲᎯ ᎾᏍᎩ ᎤᏲᎱᏒ ᏧᎴᎯᏌᏅᎯ ᏥᏂᎨᏎᎢ.","not to all the people, but unto witnesses that were chosen before of God, even to us, who ate and drank with him after he rose from the dead.",29
"ᎤᏓᏩᏛᎮ ᎭᏫᏂᏨ ᎾᏂᏪᏍᎬ ᏃᎴ ᎤᏁᎷᎬ ᎤᎾᎵᎪᏚᏅ ᏏᏆ, ᏧᎴᎯᏌᏅ ᎢᎾᎨᎢ.","What he found himself under was a grunting squealing eruption of hogs, a resurgence of the wild.",17
ᎠᏎᏃ ᎠᏂᏆᎵᏏ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎠᏂᏍᎩᎾ ᎤᎾᏤᎵ ᎤᎬᏫᏳᎯ ᎬᏗᎭ ᏥᏕᎦᏄᎪᏫᏍᎦ ᎠᏂᏍᎩᎾ.,"But the Pharisees said, By the prince of the demons casteth he out demons.",14
"ᎥᎾᏕᏍᎩ ᏂᏨᎦ ᏕᎦᏅᏅ ᎢᏥᎶᎯᏍᏗᏱ, ᎾᏍᎩᏃ ᎠᏲᏅᎵ ᎨᏒ ᏞᏍᏗ ᏳᏂᎪᎸᏍᏔᏁᏍᏗ; ᎧᏅᏬᏗᏉᏍᎩᏂ ᎨᏎᏍᏗ.","and make straight paths for your feet, that that which is lame be not turned out of the way, but rather be healed.",23
ᎤᏩᏃᏪᎢ ᏫᎵᎻ ᎤᏛᎦᎾ ᏄᏪᏒ ᎦᏬᏂᏍᎩ.,Wilbur trembled when he heard this speech.,7
"ᎢᏧᎳᎭᏃ ᎨᏥᏅᏏᏓᏍᏗ ᏚᎳᏍᎬ ᎡᎳᏗ ᎤᏓᏅᏁ ᎤᏓᏙᎵᏍᏓᏁᎴᎢ, ᎯᎠ ᏄᏪᏎᎢ; ᏍᎩᏙᎵᎩ ᏍᎩᎦᏘᏓ, ᏂᎦᏛᏃ ᏓᎬᏯᎫᏴᎡᎵ.","So his fellow-servant fell down and besought him, saying, Have patience with me, and I will pay thee.",18
"ᎤᎵᏍᏛᏧᏅ ᎠᏧᏣ ᎤᎵᏒᎯ ᎠᏰᎳᏍᏘ ᎠᎰᎵ, ᎤᏑᎸ ᎤᏅᎦᎶᏔᏅ ᏩᏥᎳ.",The boy sat up and took the knife out of his mouth and wiped the spit against his britches.,19
"ᎩᎳᏉ ᎢᏴᏛ, ᏥᏛᎦᏔᎾᏫᏍᏗᏉ ᎢᎪᎯᏛ, ᎤᎵᏍᏆᎸᏗ ᎠᏤᎷᎩ ᏂᎦᎵᏍᏔᏅᎭ; ᎠᏤᎷᎩᏰᏃ ᏓᏳᏃᏴᎳᏏ, ᏧᏂᏲᎱᏒᎯᏃ ᏙᏓᎨᎦᎴᏔᏂ ᎠᏂᏲᎩ ᏁᎨᏒᎾ, ᎠᏴᏃ ᏓᏰᎩᏁᏟᏴᏏ.","in a moment, in the twinkling of an eye, at the last trump: for the trumpet shall sound, and the dead shall be raised incorruptible, and we shall be changed.",30
"ᏉᎳᏃ ᎤᏑᎡᏒ ᏌᏱᎳ, ᎤᏂᎩᏒᎩ, ᎠᏁᏓᏅᏟ ᏕᎬᏩᏲᏒ ᎤᏁᎳᏅᎯ ᎤᏪᏙᎵᏍᏗᏱ.","but Paul chose Silas, and went forth, being commended by the brethren to the grace of the Lord.",18
"ᎯᎠ ᎾᏍᎩ ᎾᎿ ᎤᏁᎳᏅᎯ ᏧᏪᏥ ᎬᏂᎨᏒ ᎾᎾᎵᏍᏗᎭ, ᎠᎴ ᎠᏍᎩᎾ ᏧᏪᏥ; ᎩᎶ ᏚᏳᎪᏛ ᏧᎸᏫᏍᏓᏁᎯ ᏂᎨᏒᎾ ᏥᎨᏐᎢ, ᎥᏝ ᎤᏁᎳᏅᎯ ᏅᏓᏳᏓᎴᏅᎯ ᏱᎨᏐᎢ; ᎠᎴ ᏗᎾᏓᏅᏟ ᎤᎨᏳᎯ ᏂᎨᏒᎾ ᏥᎨᏐᎢ.","In this the children of God are manifest, and the children of the devil: whosoever doeth not righteousness is not of God, neither he that loveth not his brother.",29
"ᎾᏍᎩ ᏅᏗᎦᎵᏍᏙᏗᎭ ᏥᏅᏒᎩ ᏗᎹᏗ ᎢᏥᏩᏛᎲᏍᏗᏱ, ᎾᏍᎩ ᏥᎨᏳᎢ ᏥᎩ ᎠᏇᏥ, ᎠᎴ ᏚᏳᎪᏛ ᎢᏯᏛᏁᎯ ᎤᎬᏫᏳᎯ ᏓᎧᎿᏩᏕᎬᎢ; ᎾᏍᎩ ᏓᏣᏅᏓᏗᏍᏔᏂ ᏄᏍᏛ ᎨᏙᎲ ᎦᎶᏁᏛ ᏕᏥᎦᎿᏩᏕᎬᎢ, ᎾᏍᎩᏯ ᏕᎦᏕᏲᎲᏍᎬ ᏂᎦᎥ ᏕᎨᏌᏗᏒ ᏚᎾᏓᏡᏩᏗᏒ ᏧᎾᏁᎶᏗ.","For this cause have I sent unto you Timothy, who is my beloved and faithful child in the Lord, who shall put you in remembrance of my ways which are in Christ, even as I teach everywhere in every church.",40
"ᎤᏑᏰᎯᏙᎸ ᎪᏪᎵ ᏚᏌᎥ, ᎤᎾᏩᏛ, ᏎᎦ ᎤᎪᎢᏰᎥ, ᏗᎪᏪᎵᏍᎩ ᎤᏅᏁᎸ.",He shuffled among the scattered papers and came up with a sheet that he studied to himself a moment and then handed to the scribe.,25
"ᏧᎾᏕᎶᏆᏍᏗ ᏃᏊ ᏧᏓᎴᏅᎲ ᎠᏂᏲᏁᎦ ᎠᏂᏬᏂᏍᎩ ᏗᎾᏕᏲᎲᏍᎩ, ᎡᎵᏃ ᎪᎯᎩ ᏁᎲᎾ ᎢᎬᏩᎵᏍᏔᏅ ᎨᏎ ᏍᏏᏉᏯ ᏂᎬᏫᏍᏕᏃ ᏓᎾᏅᏓᏗᏍᎨ ᏣᎳᎩ ᏗᎪᏪᎳ.","Even when English-speaking teachers ruled their classrooms, long after Sequoyah had passed away, they remembered their letters.",17
"ᎾᏍᎩᏃ ᏥᏄᏍᏗ, ᎢᏳᏃ ᎠᎵᏍᏓᏴᏗ ᏦᏍᏓᏓᏅᏟ ᏱᏚᏬᏕᏍᏗᎭ, ᎥᏝ ᏴᎦᏥᎦ ᎭᏫᏯ ᎡᎶᎯ ᎢᎪᎯᏛ ᎨᏒᎢ, ᏦᏍᏓᏓᏅᏟᏰᏃ ᏱᏙᏥᏲᏕᏍᏓ.","Wherefore, if meat causeth my brother to stumble, I will eat no flesh for evermore, that I cause not my brother to stumble.",23
"ᎿᏉᏃ ᎢᎦᏛ ᎠᏂᏆᎵᏏ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎾᏍᎩ ᎯᎠ ᎠᏍᎦᏯ ᎥᏝ ᎤᏁᎳᏅᎯ ᏅᏓᏳᏓᎴᏅᎯ ᏱᎩ, ᏝᏰᏃ ᏯᏍᏆᏂᎪᏗᎭ ᎤᎾᏙᏓᏆᏍᎬᎢ. ᎢᎦᏛᏃ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎦᏙ ᏱᎦᎵᏍᏙᏓ ᏴᏫ ᎠᏍᎦᎾᎢ ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᏍᏆᏂᎪᏗ ᏱᏚᎸᏫᏍᏓᏏ? ᏔᎵᏃ ᏄᎾᏓᏛᎩ.","Some therefore of the Pharisees said, This man is not from God, because he keepeth not the sabbath. But others said, How can a man that is a sinner do such signs? And there was a division among them.",39
"ᎰᎻ ᎠᎪᏕᏍᎩ, ᎧᏁᏌᎢ ᎯᏍᏚᎲᎦ ᏏᏆ ᏃᎴ ᎯᎷᏨ ᏗᏄᎪᏗᏍᎩ ᎤᎾᏅᏗ ᎩᎳᏈᏴᎯ!”","Crate your pig, please, Mr. Zuckerman, and report to the judges’ booth promptly!”",13
ᎪᎰᏍᏗ ᏯᏆᏛᏁᎸᏓ.,Doing nothing.,2
"ᎯᎠ ᏄᏪᏎᎢ, ᎢᏳᏃ ᏂᎯ ᏱᎯᎦᏔᎮᎢ, ᎥᎥ, ᏂᎯ, ᎪᎯ ᎾᏍᏉ ᎾᏍᎩ ᎯᎠ ᏣᏤᎵ ᎢᎦ ᎨᏒᎢ, ᎾᏍᎩ ᏅᏩᏙᎯᏯᏛ ᏣᏁᎯ ᎨᏒᎢ! ᎠᏎᏃ ᎿᏉ ᎡᏨᏍᎦᎳᏁᎸ.","saying, If thou hadst known in this day, even thou, the things which belong unto peace! but now they are hid from thine eyes.",24
"ᎢᏳᏍᎩᏂ ᎢᎩᎪᎲᎯ ᏂᎨᏒᎾ ᎨᏒ ᎤᏚᎩ ᏱᎬᎭ, ᎿᏉ ᏗᏛᏂᏗᏳ ᎢᏗᎦᏘᏲ ᎾᏍᎩ.","But if we hope for that which we see not, then do we with patience wait for it.",18
"ᎾᏍᎩ ᎦᏰᏥᏐᏢᏔᏅ, ᎥᏝ ᏳᏞᏤ ᏱᎬᏩᏓᏐᏢᏔᏁᎢ; ᎤᎩᎵᏲᏨᏃ ᎥᏝ ᏳᏁᏤᎢ; ᏚᏓᏲᎯᏎᎴᏉᏍᎩᏂ ᎾᏍᎩ ᏚᏳᎪᏛ ᏗᎫᎪᏓᏁᎯ.","who, when he was reviled, reviled not again; when he suffered, threatened not; but committed himself to him that judgeth righteously:",21
ᎤᏓᏅᏎᏃ ᎢᎾᎨ ᏬᎶᏎ ᎠᎴ ᎠᏓᏙᎵᏍᏗᏍᎨᎢ.,"But he withdrew himself in the deserts, and prayed.",9
ᎤᎿᏛ ᎠᏒᏛ ᏗᎦᎾᎥ ᏗᏣ ᏭᎶᏎ ᏩᎭᏯ.,Wolf went to where the trap lay.,7
ᏥᏌ ᎤᏛᎦᏅᎩ ᎬᏩᏄᎪᏫᏒᎢ; ᎤᏩᏛᎲᏃ ᎯᎠ ᏄᏪᏎᎸᎩ; ᎯᏲᎢᏳᎲᏍᎦᏍᎪ ᎤᏁᎳᏅᎯ ᎤᏪᏥ?,"Jesus heard that they had cast him out; and finding him, he said, Dost thou believe on the Son of God?",21
ᎥᏝᏍᎩᏂᏃᏅ ᎾᏂᎥ ᎾᏍᎩ ᎠᎦᏙᎥᎯᏍᏗ ᎨᏒ ᏳᏁᎭ; ᎩᎶᏰᏃ ᏙᏧᎾᏓᏅᏛ ᎤᏂᎸᏉᏗᏳ ᎨᏒ ᎤᏁᎳᏅᎯ ᎠᏰᎸᎯ ᎪᎯ ᎨᏒ ᎢᏯᏍᏗ ᎠᎾᎵᏍᏓᏴᏗᏍᎪ ᎤᏁᎳᏅᎯ ᎠᏰᎸᎯ ᎠᎵᏍᎪᎸᏓᏁᎸᎯ ᏣᏂᎩᏍᎪ ᎾᏍᎩᏯᎢ; ᏚᎾᏓᏅᏛᏃ ᏗᏩᎾᎦᎳᎯᏳ ᎨᏒ ᏗᎦᏓᎭ ᏂᏙᎦᎵᏍᏗᏍᎪᎢ.,"Howbeit there is not in all men that knowledge: but some, being used until now to the idol, eat as of a thing sacrificed to an idol; and their conscience being weak is defiled.",34
"ᎤᎩᏨᏛᏃ ᎠᎾᎢᏎ ᎠᎴ ᎿᏉ ᎾᎥᏂᎨ ᎤᏂᎷᎴ ᏗᎦᏚᎲᎢ, ᏈᏓ ᎤᎩᎳᏫᏎ ᎦᏌᎾᎵ ᎤᏓᏙᎵᏍᏔᏅᏎ ᏔᎳᏚ ᎢᏳᏟᎶᏛ ᎢᏴᏛ ᎧᎳᏩᏗᏒᎢ.","Now on the morrow, as they were on their journey, and drew nigh unto the city, Peter went up upon the housetop to pray, about the sixth hour:",28
"ᎠᏎᏃ ᏠᎨᏏ ᏧᏂᎸᏫᏍᏓᏁᎯ ᎤᏂᎪᎲ, ᎤᏅᏒ ᎨᏒ ᎤᎾᎵᏃᎮᎴ ᎯᎠ ᏂᏚᎾᏓᏪᏎᎴᎢ, ᎯᎠ ᎾᏍᎩ ᎤᏘᏰᏗ ᏥᎩ ᏧᎬᏩᎶᏗ, Ꭷ, ᎡᏗᎷᎦ, ᎾᏍᎩᏃ ᏧᎬᏩᎶᏗ ᎤᏘᏯᏍᏓᏁᏗ ᎨᏒ ᎢᎦᏤᎵ ᏱᏂᎦᎵᏍᏓ.","But when the husbandmen saw him, they reasoned one with another, saying, This is the heir; let us kill him, that the inheritance may be ours.",26
"ᎯᎠ ᎾᏍᎩ ᏂᏥᏪᎭ, ᎾᏍᎩ ᎢᏥᏏᏴᏫᎭ ᎨᏒ ᎯᎠ ᏂᏥᏪᏍᎬᎢ, ᎠᏴ ᏉᎳ ᏥᏯᎵᎪᏁᎯ; ᎠᏴᏃ ᎠᏉᎳ; ᎠᏴᏃ ᏏᏆᏏ; ᎠᏴᏃ ᎦᎶᏁᏛ.","Now this I mean, that each one of you saith, I am of Paul; and I of Apollos; and I of Cephas; and I of Christ.",26
"ᎤᏙᎯᏳᎯᏯ ᎯᎠ ᏂᏨᏪᏎᎭ, ᎢᏳᏃ ᎩᎶ ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎨᏒ ᏂᏓᏓᏂᎸᎬᎾ ᎢᎨᏎᏍᏗ ᎾᏍᎩᏯ ᎠᏲᎵ ᏥᏓᏓᏂᎸᎪᎢ, ᎥᏝ ᎾᎿ ᏱᏮᎬᏴᎭ.","Verily I say unto you, Whosoever shall not receive the kingdom of God as a little child, he shall in no wise enter therein.",24
ᏍᏈᏍᏓ ᏧᎪᎲ ᏏᏆ ᎤᏂᎷᏨ ᏃᎴ ᎤᎾᎵᏛᏔᏅ ᏧᏂᏍᏆᏂᎪᏙᏗ.,She has seen many a spring pig come and go.,10
ᏓᎨᏏ.”,I’m going.”,2
"ᎾᎯᏳ ᎨᏒ ᎢᏳᏃ ᎩᎶ ᎯᎠ ᏂᏥᏪᏎᎮᏍᏗ, ᎬᏂᏳᏉ ᎠᏂ ᎦᎶᏁᏛ ᎡᏙᎭ; ᎠᎴ ᎠᏂ; ᏞᏍᏗ ᏥᏦᎯᏳᏂ","Then if any man shall say unto you, Lo, here is the Christ, or, Here; believe it not.",18
"ᎤᏍᏗ ᎠᎦᎸᏓ ᏄᎾ ᎦᏁᎦ ᎤᏩᏛᎮ, ᎤᏩᏯᎨᎢ.",He found a small strip of potato skin and ate it.,11
"ᎾᏍᎩᏃ ᎠᏍᎦᏂ ᏧᎬᏫᏳᏌᏕᎬᎩ ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᎦᎾᏄᎪᏫᏍᎬᎢ, ᎾᏍᎩᏯ ᎾᏍᏉ ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᎤᎬᏫᏳᏌᏕᎩ ᎢᏳᎵᏍᏙᏗᏱ ᎬᏂᏛ ᎦᎾᏄᎪᏫᏍᎬ ᎬᏔᏅᎯ ᎠᏚᏓᎴᏍᏙᏗ ᎨᏒ ᏥᏌ ᎦᎶᏁᏛ ᎤᎬᏫᏳᎯ ᎢᎦᏤᎵ ᎢᏳᏩᏂᏌᏛ.","that, as sin reigned in death, even so might grace reign through righteousness unto eternal life through Jesus Christ our Lord.",21
"ᎣᏂᏄᎸᏅᏃ ᎣᏥᏍᏗᏰᏗᏍᎬᎢ, ᎣᎩᏑᎵᎪᏨᎩ, ᎯᎠ ᏃᎩᏪᏒᎩ; ᎤᎬᏫᏳᎯ ᎠᏓᏅᏖᏍᎬ ᏫᏂᎦᎵᏍᏓ.","And when he would not be persuaded, we ceased, saying, The will of the Lord be done.",17
"ᎿᏉᏃ ᎯᏍᎩ ᎢᏯᎦᏴᎵ ᏣᏥᏁᎸᎯ ᎤᏪᏅᏎ ᏭᏃᏔᏁᎢ, ᎯᏍᎩᏃ ᎢᏯᎦᏴᎵ ᎤᏁᏉᏤᎴᎢ.","Straightway he that received the five talents went and traded with them, and made other five talents.",17
"ᎢᏳᏃ ᎯᎠ ᎾᏍᎩ ᎠᏍᎦᏯ ᎤᏁᎳᏅᎯ ᏅᏓᏳᏓᎴᏅᎯ ᏂᎨᏒᎾ ᏱᎩ, ᎥᏝ ᏰᎵ ᎪᎱᏍᏗ ᏱᏙᎬᏩᎸᏫᏍᏓᏏ.","If this man were not from God, he could do nothing.",11
ᎤᎬᏫᏳᎯ ᎤᏁᏗ ᎨᏎᏍᏗ ᎤᏩᏛᏗᏱ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᎤᎬᏫᏳᎯ ᎾᎯᏳ ᎢᎦ. ᎠᎴ ᏂᎦᎥ ᎠᎩᏍᏕᎸᎯᏙᎸ ᎡᏈᏌ ᎣᏏᏳ ᎯᎦᏔᎭ.,"(the Lord grant unto him to find mercy of the Lord in that day); and in how many things he ministered at Ephesus, thou knowest very well.",27
"ᎠᎧᏔᎮᎢ ᎾᎥᏂ ᎨᏒ ᏍᎦᏚᎩ ᎤᎾᏓᎪᎾᏙᏗ, ᏃᎴ ᎤᏩᏅᎨ ᎤᏪᏅᏍᏗ.","He knew it was almost time for the County Fair, and he was looking forward to the trip.",18
"ᎿᏉᏃ ᏥᏌ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; ᎤᏙᎯᏳᎯᏯ ᎤᏙᎯᏳᎯᏯ ᎯᎠ ᏂᏨᏪ ᏎᎭ; ᎢᏳᏃ ᏂᏥᎬᎾ ᏴᏫ ᎤᏪᏥ ᎤᏫᏯ, ᎠᎴ ᎤᎩᎬ ᎢᏣᏗᏔᎲ ᏱᎩ, ᎥᏝ ᎬᏂᏛ ᏱᏥᏯᎠ.","Jesus therefore said unto them, Verily, verily, I say unto you, Except ye eat the flesh of the Son of man and drink his blood, ye have not life in yourselves.",31
"ᎯᎠ ᏂᎦᏪᏍᎬᎩ ᎠᏍᏓᏯ ᎧᏁᎬᎩ, ᎤᏁᎳᏅᎯ ᎡᏥᎾᏰᏍᎨᏍᏗ, ᎠᎴ ᎾᏍᎩ ᎡᏥᎸᏉᏗᏍᎨᏍᏗ; ᎾᎯᏳᏰᏃ ᏧᏭᎪᏙᏗ ᎨᏒ ᎠᎵᏰᎢᎶᎦ; ᎠᎴ ᎡᏣᏓᏙᎵᏍᏓᏏ ᎾᏍᎩ Ꮎ ᎦᎸᎶᎢ ᎤᏬᏢᏅᎯ, ᎠᎴ ᎡᎶᎯ, ᎠᎴ ᎠᎺᏉᎯ, ᎠᎴ ᎠᎹ ᏕᎦᏄᎪᎬᎢ.","and he saith with a great voice, Fear God, and give him glory; for the hour of his judgment is come: and worship him that made the heaven and the earth and sea and fountains of waters.",37
"ᎾᏍᎩ ᎤᏛᎦᏁ ᎦᏬᏂᏍᎬ ᏉᎳ, ᎾᏍᎩ ᎤᏯᎾ ᏒᎯ ᏚᎧᎿᏅ ᎠᎴ ᎤᏙᎴᎰᏒ ᎤᎲ ᎪᎯᏳᏗ ᎨᏒ ᎠᏅᏪᏗ,","The same heard Paul speaking: who, fastening his eyes upon him, and seeing that he had faith to be made whole,",21
"ᏥᏌ ᎤᏁᏨ ᎯᎠ ᏄᏪᏎᎸᎩ; ᏥᎪᎯᎠ ᏥᏂᎬᏪᏏ, ᎬᎪᎥᎩ ᎭᏫᏂᏗᏢ ᏒᎦᏔ-ᎢᏳᏍᏗ ᏡᎬᎢ, ᎾᏍᎩ ᏅᏗᎦᎵᏍᏙᏗᎭ ᎰᎯᏳᎲᏍᎦ? ᎤᏟ ᎢᏳᏍᏆᏂᎪᏗ ᎯᎪᏩᏘᏍᎨᏍᏗ, ᎡᏍᎦᏉ ᎾᏍᎩ.","Jesus answered and said unto him, Because I said unto thee, I saw thee underneath the fig tree, believest thou? thou shalt see greater things than these.",27
"ᎾᏍᎩ [ᎤᏓᏅᏘ] ᎤᏁᎳᏅᎯ ᎤᏚᎵᏍᎨ ᎬᏂᎨᏒ ᎢᏧᏩᏁᏗᏱ ᏂᎦᎥ ᎦᎸᏉᏗᏳ ᎨᏒ ᎯᎠ ᎾᏍᎩ ᎤᏕᎵᏛ ᎨᏒ ᏧᎾᏓᎴᏅᏛ ᎠᏴ ᎠᏁᎲ [ᎬᏂᎨᏒ ᏥᏄᏩᏁᎸ;] ᎾᏍᎩ ᎦᎶᏁᏛ ᏥᎩ ᏂᎯ ᎢᏥᏯᎢ, ᎾᏍᎩ ᎤᏚᎩ ᎨᏨᏗ ᏥᏂᎬᏁ ᎦᎸᏉᏗᏳ ᏗᎨᏒ ᏫᏥᎾᏄᎪᎢᏍᏗᏱ.","to whom God was pleased to make known what is the riches of the glory of this mystery among the Gentiles, which is Christ in you, the hope of glory:",30
"ᏐᏉ ᎢᎦ, ᎤᏍᏗ ᏥᏍᏆ ᏭᏂᎸᏅ ᎤᎦᎹ ᎤᏂᎬ, ᎠᎹᏉ ᎢᏳᏍᏗ, ᏯᎦᏕ ᎪᎰᏍᏘ ᎠᏑᏱ ᏅᏯ ᏱᏭᏂᏝᏁ.","One day, all anyone had to eat was a clear broth made from a single goldfinch, so dilute you could have gotten as much flavor from dropping a stone into the water.",32
ᏂᎦᏛᏃ ᎤᏮᏕᏦᏁ ᎠᎴ ᏚᎴᏁ ᎤᏍᏓᏩᏛᏎᎢ.,"And he forsook all, and rose up and followed him.",10
"ᎾᎨ ᎢᏴ ᎠᏂᎩᏍᎨ, ᎤᏗᏍᎩ ᎠᎢᏎ ᏰᎵ ᏄᎵᏍᏔᏅᎲ, ᏫᏥ ᎢᎦ ᎨᏎ ᎠᏓᏓᏏᏂᏎ ᏕᏧᎬ ᎡᎳᏗ ᏧᎧᏁᎸ ᏃᎴ ᏧᏩᏂᎦᏝᏅᎯ, ᏍᎩᏉ ᎢᏳᏛᏁᏘ ᎨᏎ.","He went on and on, walking stooped when he could, but mostly crawling where the tangled trunks and limbs left no choice.",22
"ᎦᏙᏰᏃ ᏳᏁᏉᏥ ᏴᏫ ᎢᏳᏃ ᏂᎬ ᎡᎶᎯ ᎤᏤᎵ ᏱᏄᎵᏍᏔᏅ, ᎤᏩᏒᏃ ᏳᏲᎱᏒ ᎠᎴ ᏯᎦᏓᎢᏅ.","For what is a man profited, if he gain the whole world, and lose or forfeit his own self?",19
"ᎬᏩᏔᏲᏎᎸᎩᏃ ᎦᏓᎷᏯᏛᏉ ᎾᏍᏉ ᎤᏄᏩᎥ ᎤᎾᏒᏁᏗᏱ, ᏂᎦᏛᏃ ᎤᎾᏒᏂᎸᎯ ᏚᎾᏗᏩᏒᎩ.",and they besought him that they might only touch the border of his garment: and as many as touched were made whole.,22
ᏂᎦᏓ ᎣᎪᎵᏍᏗ.,Doctors are supposed to understand everything.,6
"ᎠᏏᏉᏃ ᎦᏬᏂᏍᎨ ᎩᎶ ᎢᏳᏍᏗ ᎠᏆᎵᏏ ᎤᏔᏲᏎᎴ ᎤᎵᏍᏓᏴᎾᏁᏗᏱ; ᎤᏴᎴᏃ, ᎠᎴ ᎤᎵᎩᏳᏍᏓᏅᏁᎢ.","Now as he spake, a Pharisee asketh him to dine with him: and he went in, and sat down to meat.",21
